0.0010,8.489431477853692E-19
0.001584893192461114,5.943854609963975E-19
0.0025118864315095794,4.514432909691246E-19
0.003981071705534973,3.8591150959894113E-19
0.00630957344480193,3.508435933100121E-19
0.01,3.197836016379916E-19
0.01584893192461114,2.915683993538551E-19
0.025118864315095808,2.668880592895664E-19
0.039810717055349734,2.4649135343793157E-19
0.06309573444801933,2.3321931686774295E-19
0.1,2.2400779952004276E-19
0.15848931924611143,2.1708261427939165E-19
0.25118864315095824,2.1402828283023415E-19
0.3981071705534973,2.1182585751442337E-19
0.6309573444801937,2.1026048755642288E-19
1,2.118427316139068E-19
1.5848931924611143,2.1431502326163047E-19
2.5118864315095824,2.1842906702955997E-19
3.981071705534973,2.259429743204853E-19
6.309573444801936,2.336224709017892E-19
10,2.418520991749617E-19
15.848931924611142,2.503280742237267E-19
25.11886431509582,2.5499637396307766E-19
39.81071705534969,2.6035412992416533E-19
63.0957344480193,2.7201767618775196E-19
100,2.9039364703924416E-19
158.48931924611125,3.201202632436522E-19
251.18864315095797,3.6362615988400276E-19
398.1071705534969,4.191873463724031E-19
630.957344480193,4.865673135004451E-19
1000,5.544137964201261E-19
1584.8931924611124,6.124077781210191E-19
2511.88643150958,6.668401276937323E-19
3981.071705534969,7.116780441425585E-19
6309.57344480193,7.403414322246647E-19
10000,7.657619822262723E-19
15848.93192461114,7.852899211857445E-19
25118.864315095823,7.943615014512465E-19
39810.71705534969,8.018628140753922E-19
63095.7344480193,7.952573678148129E-19
100000,7.698512910580255E-19
158489.3192461114,7.497828287898895E-19
251188.6431509582,7.42761609667843E-19
398107.1705534969,7.412018960549861E-19
630957.344480193,7.226362650151491E-19
1000000,6.424288281073996E-19
