0.0010,2.968973489545831E-17
0.001584893192461114,2.959193166703161E-17
0.0025118864315095794,2.953872825831193E-17
0.003981071705534973,2.9478143813769E-17
0.00630957344480193,2.939622258359389E-17
0.01,2.930805885553705E-17
0.01584893192461114,2.9225328536456807E-17
0.025118864315095808,2.9148901944180516E-17
0.039810717055349734,2.9080212145154324E-17
0.06309573444801933,2.901617761472792E-17
0.1,2.895285673213158E-17
0.15848931924611143,2.8891879343066023E-17
0.25118864315095824,2.8831601662201486E-17
0.3981071705534973,2.8770280700215714E-17
0.6309573444801937,2.871071787169228E-17
1,2.8651182791420284E-17
1.5848931924611143,2.859011634808143E-17
2.5118864315095824,2.8529428986233466E-17
3.981071705534973,2.846619460459496E-17
6.309573444801936,2.8399172006170735E-17
10,2.833021174991162E-17
15.848931924611142,2.825688543309743E-17
25.11886431509582,2.8181967474451094E-17
39.81071705534969,2.811080322740943E-17
63.0957344480193,2.804007144450645E-17
100,2.7967571058334005E-17
158.48931924611125,2.789174409788912E-17
251.18864315095797,2.7804950411055905E-17
398.1071705534969,2.770216429889128E-17
630.957344480193,2.7576093010926627E-17
1000,2.7419168899587918E-17
1584.8931924611124,2.7241148291066748E-17
2511.88643150958,2.7046760460915173E-17
3981.071705534969,2.6830910351965576E-17
6309.57344480193,2.660727773773651E-17
10000,2.638082655179967E-17
15848.93192461114,2.6143334510015542E-17
25118.864315095823,2.5904186599001168E-17
39810.71705534969,2.566197239215575E-17
63095.7344480193,2.5411392824160096E-17
100000,2.5174915138006008E-17
158489.3192461114,2.4958505669106986E-17
251188.6431509582,2.47434939005417E-17
398107.1705534969,2.4516312472364798E-17
630957.344480193,2.4262881733350047E-17
1000000,2.400407654208178E-17
