5642
7
4.888342e+02,5.434752e+02,7.619209e+01,2.753623e+00,1.806491e+00,3.014275e+00,6.390219e-01
5.480255e+02,3.794155e+02,5.852424e+01,4.470512e+00,2.904614e+00,2.327974e+00,6.621172e-01
1.768022e+02,3.285274e+02,5.656479e+02,5.407353e+00,4.371589e+00,2.747567e+00,1.588991e+00
5.789331e+02,9.456785e+01,5.823557e+02,5.113557e+00,3.608189e+00,1.768097e+00,3.625315e-01
5.643643e+02,2.985006e+02,4.737356e+02,4.938859e+00,2.989140e+00,3.108993e+00,9.827430e-01
8.800048e+01,2.569934e+02,5.412881e+02,4.254753e+00,2.965682e+00,1.563255e+00,2.078560e+00
4.753244e+02,5.756955e+02,3.934444e+02,2.333157e+00,1.825776e+00,1.775064e+00,2.945558e+00
1.048414e+01,5.040788e+02,5.515458e+02,3.612737e+00,2.402872e+00,1.963504e+00,7.402314e-01
3.999533e+02,4.546356e+02,4.377641e+02,1.488769e+00,1.011068e+00,5.143366e-01,1.062462e+00
2.353362e+02,3.932867e+02,1.027120e+02,7.446869e+00,4.799076e+00,2.892718e-02,1.491516e+00
4.236277e+02,1.909971e+01,1.661538e+02,5.975854e+00,4.193952e+00,3.581441e-01,1.530596e+00
3.271868e+01,7.073775e+01,5.012082e+02,8.397707e+00,5.575304e+00,9.440157e-01,2.496374e+00
4.168972e+02,1.902597e+02,5.701332e+02,4.289161e+00,2.613956e+00,1.145444e-01,2.886569e+00
2.066765e+01,2.632466e+02,2.289351e+02,7.938137e+00,5.395255e+00,8.489187e-01,1.946576e+00
4.593101e+02,4.771199e+02,1.121236e+02,1.814038e+00,1.220608e+00,3.604959e-01,2.571569e+00
3.065102e+02,2.691586e+02,4.008506e+02,3.414203e+00,2.112895e+00,1.742252e-01,7.621172e-01
4.132250e+02,4.607658e+02,1.660733e+02,3.664740e+00,2.281284e+00,1.394655e+00,2.293023e+00
4.201729e+02,4.067080e+02,8.759875e+01,5.679490e+00,3.852697e+00,5.296102e-01,1.373390e+00
7.139861e+01,2.990184e+02,5.758464e+02,5.251924e+00,3.829525e+00,1.411371e+00,1.591833e+00
2.042314e+02,3.511607e+02,1.342872e+02,5.150319e+00,3.479765e+00,3.144908e-01,1.396431e+00
4.507602e+02,1.530571e+02,3.035742e+02,6.892543e+00,4.895345e+00,1.794392e+00,1.627900e-01
4.194460e+02,5.345420e+02,5.755749e+02,3.626548e+00,2.501015e+00,1.837869e+00,2.710086e+00
3.325967e+02,8.896132e+01,8.154179e+01,4.681286e+00,3.486594e+00,1.848782e+00,6.041888e-01
1.545050e+02,5.044304e+02,1.525693e+02,5.602278e+00,3.868766e+00,2.249727e+00,1.221037e+00
4.743346e+02,1.446566e+02,5.551252e+02,2.728125e+00,1.898942e+00,3.297408e-01,1.993406e+00
2.035110e+02,1.199780e+02,1.386942e+02,2.317502e+00,1.476852e+00,1.072380e+00,1.216811e+00
3.788757e+02,2.907834e+02,1.972616e+02,3.105822e+00,1.990892e+00,1.659809e+00,8.170413e-01
4.867536e+02,3.550207e+02,3.396274e+02,5.877784e+00,4.334342e+00,1.939053e+00,2.884484e+00
5.503162e+02,1.715034e+02,4.543201e+02,2.969470e+00,1.975870e+00,7.629658e-01,2.025781e+00
4.522375e+02,2.282675e+02,3.406930e+02,6.228643e+00,4.059990e+00,1.093625e+00,8.589285e-01
4.551257e+01,3.237007e+01,3.184785e+02,5.052464e+00,3.859644e+00,1.466386e+00,2.658774e+00
4.670829e+02,5.748187e+02,5.409996e+01,2.952751e+00,2.187365e+00,2.334980e+00,2.533108e+00
3.412942e+02,2.816344e+02,7.141242e+00,4.787948e+00,3.115617e+00,1.085884e+00,2.692131e+00
1.934370e+02,1.107319e+02,4.788345e+02,1.388186e+00,9.170169e-01,1.392193e+00,1.610634e+00
1.867290e+02,3.171199e+02,9.938924e+01,7.355145e+00,4.849768e+00,1.781612e+00,1.373383e+00
3.611892e+02,1.577828e+02,3.924475e+02,1.432266e+00,1.012134e+00,2.721268e+00,9.460686e-01
4.137511e+02,4.497524e+02,2.851725e+02,7.336575e+00,4.457305e+00,3.095795e+00,1.003710e+00
5.029283e+01,1.373862e+02,5.480024e+02,6.310747e+00,4.568857e+00,2.736342e+00,2.252958e+00
7.871475e+01,4.856655e+02,3.255346e+02,2.763012e+00,1.689128e+00,1.719557e+00,5.812931e-01
5.976808e+02,4.690532e+01,2.656070e+02,3.926137e+00,2.789738e+00,2.681925e+00,3.151097e-01
6.373932e+01,5.831048e+02,3.602679e+00,5.764201e+00,3.489329e+00,1.260572e-01,1.137511e+00
4.649463e+02,4.903819e+02,5.212168e+02,1.412795e+00,1.072713e+00,7.949526e-01,2.422149e+00
5.066151e+01,2.398696e+02,1.559222e+02,2.609296e+00,1.793264e+00,3.001118e+00,4.115468e-01
4.828029e+02,2.588337e+02,5.487976e+02,3.385301e+00,2.536529e+00,9.507221e-01,1.077914e+00
1.091082e+02,1.582817e+02,8.732339e+01,7.152367e+00,4.802058e+00,2.581139e+00,2.592193e+00
8.570522e+01,5.228607e+02,3.403848e+02,2.321110e+00,1.412803e+00,1.776853e+00,2.866274e+00
3.240769e+02,9.079736e+01,5.220826e+02,1.704413e+00,1.110607e+00,2.092139e-01,2.373718e+00
3.603444e+02,2.069194e+02,3.097460e+02,6.249591e+00,4.312472e+00,1.145534e+00,2.009730e-03
2.410848e+02,4.558002e+01,1.439497e+02,8.501850e+00,5.628410e+00,1.921914e+00,1.213965e+00
7.399136e+01,1.103447e+02,1.439715e+02,5.295139e+00,3.390537e+00,4.039140e-01,2.421390e+00
